η	gene
0.0	-51.38959718893359
0.18018018018018017	-51.39249853538583
0.36036036036036034	-51.400533872668
0.5405405405405406	-51.41209962213709
0.7207207207207207	-51.42544905376723
0.9009009009009009	-51.43923022647738
1.0810810810810811	-51.45260770602725
1.2612612612612613	-51.465156304151776
1.4414414414414414	-51.47671154319138
1.6216216216216217	-51.48725333698373
1.8018018018018018	-51.496832742295666
1.981981981981982	-51.505530656766936
2.1621621621621623	-51.51343620086864
2.3423423423423424	-51.5206361899278
2.5225225225225225	-51.52721053205017
2.7027027027027026	-51.533230663317156
2.8828828828828827	-51.53875946631939
3.063063063063063	-51.543851857848395
3.2432432432432434	-51.54855562988057
3.4234234234234235	-51.55291233880716
3.6036036036036037	-51.556958147904226
3.7837837837837838	-51.560724584496185
3.963963963963964	-51.56423920143803
4.1441441441441444	-51.567526145908445
4.324324324324325	-51.57060664420405
4.504504504504505	-51.57349941306036
4.684684684684685	-51.57622100797994
4.864864864864865	-51.57878611817557
5.045045045045045	-51.58120781656467
5.225225225225225	-51.58349777204005
5.405405405405405	-51.5856664301196
5.585585585585585	-51.58772316708725
5.7657657657657655	-51.589676421881634
5.945945945945946	-51.591533809275276
6.126126126126126	-51.593302217287544
6.306306306306307	-51.59498789127743
6.486486486486487	-51.596596506753116
6.666666666666667	-51.598133232596325
6.846846846846847	-51.599602786122176
7.027027027027027	-51.60100948116167
7.207207207207207	-51.60235727016726
7.387387387387387	-51.60364978118221
7.5675675675675675	-51.60489035038381
7.747747747747748	-51.606082050801604
7.927927927927928	-51.60722771772333
8.108108108108109	-51.60832997122188
8.288288288288289	-51.60939123617439
8.468468468468469	-51.61041376009436
8.64864864864865	-51.61139962904687
8.82882882882883	-51.61235078188355
9.00900900900901	-51.61326902299942
9.18918918918919	-51.61415603378859
9.36936936936937	-51.61501338294852
9.54954954954955	-51.61584253576834
9.72972972972973	-51.6166448625099
9.90990990990991	-51.617421645989936
10.09009009009009	-51.6181740884486
10.27027027027027	-51.61890331778031
10.45045045045045	-51.619610393194534
10.63063063063063	-51.62029631036961
10.81081081081081	-51.62096200614377
10.99099099099099	-51.62160836280401
11.17117117117117	-51.6222362120067
11.35135135135135	-51.62284633834906
11.531531531531531	-51.62343948265894
11.711711711711711	-51.62401634500634
11.891891891891891	-51.624577587467655
12.072072072072071	-51.62512383667192
12.252252252252251	-51.62565568614298
12.432432432432432	-51.626173698459695
12.612612612612613	-51.62667840724768
12.792792792792794	-51.627170319018035
12.972972972972974	-51.627649914868414
13.153153153153154	-51.628117652056915
13.333333333333334	-51.6285739654619
13.513513513513514	-51.62901926894483
13.693693693693694	-51.6294539566058
13.873873873873874	-51.6298784039418
14.054054054054054	-51.63029296892864
14.234234234234235	-51.630697993033095
14.414414414414415	-51.631093802156556
14.594594594594595	-51.63148070751339
14.774774774774775	-51.63185900644919
14.954954954954955	-51.63222898320629
15.135135135135135	-51.63259090963709
15.315315315315315	-51.6329450458731
15.495495495495495	-51.63329164094944
15.675675675675675	-51.63363093339058
15.855855855855856	-51.63396315175976
16.036036036036037	-51.634288515173864
16.216216216216218	-51.63460723378705
16.396396396396398	-51.63491950924475
16.576576576576578	-51.63522553510904
16.756756756756758	-51.63552549726023
16.936936936936938	-51.635819574274024
17.117117117117118	-51.63610793777832
17.2972972972973	-51.63639075279042
17.47747747747748	-51.63666817803494
17.65765765765766	-51.63694036624037
17.83783783783784	-51.63720746441453
18.01801801801802	-51.63746961410641
18.1981981981982	-51.637726951658294
18.37837837837838	-51.63797960844488
18.55855855855856	-51.638227711098466
18.73873873873874	-51.63847138172116
18.91891891891892	-51.638710738086104
19.0990990990991	-51.638945893828065
19.27927927927928	-51.639176958624205
19.45945945945946	-51.63940403836443
19.63963963963964	-51.63962723531381
19.81981981981982	-51.63984664826626
20.0	-51.64006237269086
