η	gene
0.0	-30.852507339858
0.18018018018018017	-30.855461587226905
0.36036036036036034	-30.863643953380446
0.5405405405405406	-30.875422581831714
0.7207207207207207	-30.889019387347545
0.9009009009009009	-30.903057608192487
1.0810810810810811	-30.916686070358924
1.2612612612612613	-30.92947130910425
1.4414414414414414	-30.941245445411177
1.6216216216216217	-30.951987760544043
1.8018018018018018	-30.961750081267766
1.981981981981982	-30.97061468947267
2.1621621621621623	-30.97867228289627
2.3423423423423424	-30.986011237302023
2.5225225225225225	-30.992712909532095
2.7027027027027026	-30.998850037743182
2.8828828828828827	-31.004486654787783
3.063063063063063	-31.009678684573174
3.2432432432432434	-31.014474797256426
3.4234234234234235	-31.018917314084888
3.6036036036036037	-31.023043064911434
3.7837837837837838	-31.026884159003657
3.963963963963964	-31.030468658511353
4.1441441441441444	-31.033821157597615
4.324324324324325	-31.03696327606191
4.504504504504505	-31.039914078159697
4.684684684684685	-31.042690427286104
4.864864864864865	-31.04530728630243
5.045045045045045	-31.047777972094536
5.225225225225225	-31.050114371719573
5.405405405405405	-31.05232712635575
5.585585585585585	-31.054425788258058
5.7657657657657655	-31.056418955056998
5.945945945945946	-31.058314385006796
6.126126126126126	-31.06011909617905
6.306306306306307	-31.06183945209365
6.486486486486487	-31.063481235861474
6.666666666666667	-31.065049714566214
6.846846846846847	-31.066549695333322
7.027027027027027	-31.067985574294653
7.207207207207207	-31.069361379467352
7.387387387387387	-31.070680808401562
7.5675675675675675	-31.07194726132309
7.747747747747748	-31.073163870380284
7.927927927927928	-31.074333525518057
8.108108108108109	-31.07545889742036
8.288288288288289	-31.076542457900274
8.468468468468469	-31.07758649806118
8.64864864864865	-31.078593144507153
8.82882882882883	-31.07956437384209
9.00900900900901	-31.08050202566372
9.18918918918919	-31.081407814231795
9.36936936936937	-31.08228333896446
9.54954954954955	-31.083130093898518
9.72972972972973	-31.08394947622989
9.90990990990991	-31.084742794037197
10.09009009009009	-31.0855112732784
10.27027027027027	-31.086256064138098
10.45045045045045	-31.08697824679558
10.63063063063063	-31.08767883667383
10.81081081081081	-31.088358789223093
10.99099099099099	-31.08901900428677
11.17117117117117	-31.08966033009108
11.35135135135135	-31.09028356689646
11.531531531531531	-31.09088947034266
11.711711711711711	-31.091478754518334
11.891891891891891	-31.092052094779916
12.072072072072071	-31.09261013034464
12.252252252252251	-31.09315346667745
12.432432432432432	-31.09368267769156
12.612612612612613	-31.094198307778328
12.792792792792794	-31.094700873683394
12.972972972972974	-31.09519086623999
13.153153153153154	-31.09566875197504
13.333333333333334	-31.096134974595998
13.513513513513514	-31.09658995637028
13.693693693693694	-31.097034099405846
13.873873873873874	-31.09746778684064
14.054054054054054	-31.09789138394939
14.234234234234235	-31.098305239173214
14.414414414414415	-31.098709685078745
14.594594594594595	-31.099105039253118
14.774774774774775	-31.099491605138155
14.954954954954955	-31.099869672809803
15.135135135135135	-31.100239519706804
15.315315315315315	-31.100601411311573
15.495495495495495	-31.100955601788257
15.675675675675675	-31.10130233457943
15.855855855855856	-31.101641842966387
16.036036036036037	-31.10197435059382
16.216216216216218	-31.102300071962986
16.396396396396398	-31.10261921289424
16.576576576576578	-31.102931970962175
16.756756756756758	-31.103238535904893
16.936936936936938	-31.103539090008667
17.117117117117118	-31.103833808470597
17.2972972972973	-31.104122859740187
17.47747747747748	-31.10440640584119
17.65765765765766	-31.10468460267515
17.83783783783784	-31.104957600308524
18.01801801801802	-31.105225543242682
18.1981981981982	-31.105488570670104
18.37837837837838	-31.105746816715794
18.55855855855856	-31.10600041066641
18.73873873873874	-31.106249477186054
18.91891891891892	-31.10649413652135
19.0990990990991	-31.10673450469568
19.27927927927928	-31.106970693692972
19.45945945945946	-31.10720281163168
19.63963963963964	-31.10743096293112
19.81981981981982	-31.107655248467438
20.0	-31.10787576572335
