η	ω	spec_lanczos
0.0	0.1	0.002327417809636368
0.0	0.3005025125628141	0.002376138612337418
0.0	0.5010050251256282	0.0024267181627285867
0.0	0.7015075376884422	0.002478970324432644
0.0	0.9020100502512562	0.0025329515925167564
0.0	1.1025125628140704	0.0025887361644938343
0.0	1.3030150753768843	0.0026464049645491946
0.0	1.5035175879396985	0.0027060442774593492
0.0	1.7040201005025126	0.00276774569002958
0.0	1.9045226130653266	0.002831606335544635
0.0	2.1050251256281407	0.002897729247233879
0.0	2.305527638190955	0.0029662237728401565
0.0	2.506030150753769	0.0030372060377581948
0.0	2.7065326633165827	0.003110799454870527
0.0	2.907035175879397	0.0031871352831498406
0.0	3.107537688442211	0.0032663532389454217
0.0	3.308040201005025	0.003348602165023752
0.0	3.5085427135678393	0.0034340407633670603
0.0	3.7090452261306535	0.00352283839863711
0.0	3.909547738693467	0.0036151759801690882
0.0	4.110050251256282	0.003711246931421855
0.0	4.3105527638190955	0.0038112582570097517
0.0	4.511055276381909	0.003915431718811285
0.0	4.711557788944724	0.0040240051342229745
0.0	4.9120603015075375	0.004137233811441665
0.0	5.112562814070352	0.004255392138757488
0.0	5.313065326633166	0.004378775347275658
0.0	5.5135678391959795	0.004507701469318246
0.0	5.714070351758794	0.004642513518061716
0.0	5.914572864321608	0.004783581917831214
0.0	6.115075376884422	0.00493130721900473
0.0	6.315577889447236	0.005086123136812019
0.0	6.516080402010051	0.005248499959601102
0.0	6.716582914572864	0.0054189483795870795
0.0	6.917085427135678	0.005598023807929978
0.0	7.117587939698493	0.005786331246508772
0.0	7.318090452261306	0.005984530801329591
0.0	7.518592964824121	0.006193343937585171
0.0	7.719095477386935	0.006413560594533839
0.0	7.919597989949748	0.006646047300305519
0.0	8.120100502512562	0.006891756453363635
0.0	8.320603015075378	0.007151736969797254
0.0	8.521105527638191	0.007427146535333469
0.0	8.721608040201005	0.007719265749807266
0.0	8.922110552763819	0.008029514512195239
0.0	9.122613065326632	0.008359471069315791
0.0	9.323115577889448	0.008710894244969809
0.0	9.523618090452262	0.009085749483960074
0.0	9.724120603015075	0.009486239494118722
0.0	9.924623115577889	0.00991484045856402
0.0	10.125125628140703	0.01037434503249229
0.0	10.325628140703518	0.01086791365093484
0.0	10.526130653266332	0.011399136079374244
0.0	10.726633165829146	0.011972105670034771
0.0	10.92713567839196	0.012591509487780766
0.0	11.127638190954773	0.01326273840382138
0.0	11.328140703517589	0.013992022512432001
0.0	11.528643216080402	0.014786598934682692
0.0	11.729145728643216	0.015654921421937456
0.0	11.92964824120603	0.016606924438969124
0.0	12.130150753768845	0.01765435900961086
0.0	12.330653266331659	0.0188112241837184
0.0	12.531155778894473	0.02009432752047341
0.0	12.731658291457286	0.02152402204007148
0.0	12.9321608040201	0.023125188189012554
0.0	13.132663316582915	0.024928561638569484
0.0	13.33316582914573	0.0269725581881396
0.0	13.533668341708543	0.029305827801147953
0.0	13.734170854271357	0.03199090249926201
0.0	13.93467336683417	0.035109527363838114
0.0	14.135175879396986	0.03877065645794012
0.0	14.3356783919598	0.0431228077733551
0.0	14.536180904522613	0.048373819413391105
0.0	14.736683417085427	0.05482372734419571
0.0	14.93718592964824	0.06292211311202732
0.0	15.137688442211056	0.07337390581714957
0.0	15.33819095477387	0.08734832452788752
0.0	15.538693467336683	0.10692778803066465
0.0	15.739195979899497	0.13618154739781232
0.0	15.93969849246231	0.18412395593326036
0.0	16.140201005025126	0.2746445527786931
0.0	16.34070351758794	0.4915203408689876
0.0	16.541206030150754	1.3279603408632825
0.0	16.741708542713567	14.52381639603354
0.0	16.94221105527638	3.8178038041655706
0.0	17.142713567839195	0.9667019572626384
0.0	17.34321608040201	0.6953620172704613
0.0	17.543718592964826	0.8718259231091346
0.0	17.74422110552764	1.7893577458191667
0.0	17.944723618090453	6.692761001672011
0.0	18.145226130653267	67.92619199156677
0.0	18.34572864321608	4.186497137645391
0.0	18.546231155778894	1.4814211557282455
0.0	18.746733668341708	2.6663503803462123
0.0	18.94723618090452	0.7870092443446469
0.0	19.147738693467335	0.8044631453253739
0.0	19.34824120603015	1.212082242538271
0.0	19.548743718592966	2.8798468206190826
0.0	19.74924623115578	18.027343785606412
0.0	19.949748743718594	24.948277387960772
0.0	20.150251256281408	5.347574241104741
0.0	20.35075376884422	1.6185979594895625
0.0	20.551256281407035	2.7722449345607068
0.0	20.75175879396985	0.9973064812396524
0.0	20.952261306532662	0.9515712912353459
0.0	21.152763819095476	3.1461295641390974
0.0	21.35326633165829	3.8625919911707918
0.0	21.553768844221107	36.51778228777817
0.0	21.75427135678392	7.764328662619849
0.0	21.954773869346734	1.6949980698043232
0.0	22.155276381909548	0.8589437273921113
0.0	22.355778894472362	0.6373430454029995
0.0	22.556281407035176	0.9235763380089219
0.0	22.75678391959799	1.4744956642476887
0.0	22.957286432160803	9.961816378304002
0.0	23.157788944723617	6.054186314395944
0.0	23.35829145728643	1.1257185883074585
0.0	23.558793969849248	0.6292529327786293
0.0	23.75929648241206	0.7829441254224505
0.0	23.959798994974875	9.591323247918282
0.0	24.16030150753769	0.7913513693884182
0.0	24.360804020100502	0.26513282922133286
0.0	24.561306532663316	0.15499712417520886
0.0	24.76180904522613	0.1100468324827421
0.0	24.962311557788944	0.08556144579936142
0.0	25.162814070351757	0.06999794976289392
0.0	25.363316582914575	0.059140767998227074
0.0	25.56381909547739	0.05108992115599521
0.0	25.764321608040202	0.044859557012643166
0.0	25.964824120603016	0.03988423265474655
0.0	26.16532663316583	0.03581458743337751
0.0	26.365829145728643	0.03242208442376258
